month_end,fiscal_year,stcg_base,ltcg_base,cess,stcg_incl_cess,ltcg_incl_cess,holding_period_months,regime,mid_month_change,surcharge_foreign_co,surcharge_noncorp,stcg_eff_foreign_co,ltcg_eff_foreign_co,stcg_eff_noncorp,ltcg_eff_noncorp
2010-05-31,FY2010-11,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.025,0.0,0.15836,0.0,0.1545,0.0
2010-06-30,FY2010-11,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.025,0.0,0.15836,0.0,0.1545,0.0
2010-07-31,FY2010-11,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.025,0.0,0.15836,0.0,0.1545,0.0
2010-08-31,FY2010-11,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.025,0.0,0.15836,0.0,0.1545,0.0
2010-09-30,FY2010-11,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.025,0.0,0.15836,0.0,0.1545,0.0
2010-10-31,FY2010-11,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.025,0.0,0.15836,0.0,0.1545,0.0
2010-11-30,FY2010-11,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.025,0.0,0.15836,0.0,0.1545,0.0
2010-12-31,FY2010-11,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.025,0.0,0.15836,0.0,0.1545,0.0
2011-01-31,FY2010-11,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.025,0.0,0.15836,0.0,0.1545,0.0
2011-02-28,FY2010-11,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.025,0.0,0.15836,0.0,0.1545,0.0
2011-03-31,FY2010-11,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.025,0.0,0.15836,0.0,0.1545,0.0
2011-04-30,FY2011-12,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2011-05-31,FY2011-12,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2011-06-30,FY2011-12,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2011-07-31,FY2011-12,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2011-08-31,FY2011-12,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2011-09-30,FY2011-12,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2011-10-31,FY2011-12,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2011-11-30,FY2011-12,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2011-12-31,FY2011-12,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2012-01-31,FY2011-12,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2012-02-29,FY2011-12,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2012-03-31,FY2011-12,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2012-04-30,FY2012-13,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2012-05-31,FY2012-13,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2012-06-30,FY2012-13,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2012-07-31,FY2012-13,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2012-08-31,FY2012-13,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2012-09-30,FY2012-13,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2012-10-31,FY2012-13,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2012-11-30,FY2012-13,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2012-12-31,FY2012-13,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2013-01-31,FY2012-13,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2013-02-28,FY2012-13,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2013-03-31,FY2012-13,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.02,0.0,0.15759,0.0,0.1545,0.0
2013-04-30,FY2013-14,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2013-05-31,FY2013-14,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2013-06-30,FY2013-14,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2013-07-31,FY2013-14,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2013-08-31,FY2013-14,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2013-09-30,FY2013-14,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2013-10-31,FY2013-14,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2013-11-30,FY2013-14,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2013-12-31,FY2013-14,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2014-01-31,FY2013-14,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2014-02-28,FY2013-14,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2014-03-31,FY2013-14,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2014-04-30,FY2014-15,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2014-05-31,FY2014-15,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2014-06-30,FY2014-15,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2014-07-31,FY2014-15,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2014-08-31,FY2014-15,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2014-09-30,FY2014-15,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2014-10-31,FY2014-15,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2014-11-30,FY2014-15,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2014-12-31,FY2014-15,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2015-01-31,FY2014-15,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2015-02-28,FY2014-15,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2015-03-31,FY2014-15,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.1,0.16222,0.0,0.16995,0.0
2015-04-30,FY2015-16,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.12,0.16222,0.0,0.17304,0.0
2015-05-31,FY2015-16,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.12,0.16222,0.0,0.17304,0.0
2015-06-30,FY2015-16,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.12,0.16222,0.0,0.17304,0.0
2015-07-31,FY2015-16,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.12,0.16222,0.0,0.17304,0.0
2015-08-31,FY2015-16,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.12,0.16222,0.0,0.17304,0.0
2015-09-30,FY2015-16,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.12,0.16222,0.0,0.17304,0.0
2015-10-31,FY2015-16,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.12,0.16222,0.0,0.17304,0.0
2015-11-30,FY2015-16,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.12,0.16222,0.0,0.17304,0.0
2015-12-31,FY2015-16,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.12,0.16222,0.0,0.17304,0.0
2016-01-31,FY2015-16,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.12,0.16222,0.0,0.17304,0.0
2016-02-29,FY2015-16,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.12,0.16222,0.0,0.17304,0.0
2016-03-31,FY2015-16,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.12,0.16222,0.0,0.17304,0.0
2016-04-30,FY2016-17,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2016-05-31,FY2016-17,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2016-06-30,FY2016-17,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2016-07-31,FY2016-17,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2016-08-31,FY2016-17,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2016-09-30,FY2016-17,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2016-10-31,FY2016-17,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2016-11-30,FY2016-17,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2016-12-31,FY2016-17,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2017-01-31,FY2016-17,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2017-02-28,FY2016-17,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2017-03-31,FY2016-17,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2017-04-30,FY2017-18,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2017-05-31,FY2017-18,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2017-06-30,FY2017-18,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2017-07-31,FY2017-18,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2017-08-31,FY2017-18,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2017-09-30,FY2017-18,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2017-10-31,FY2017-18,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2017-11-30,FY2017-18,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2017-12-31,FY2017-18,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2018-01-31,FY2017-18,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2018-02-28,FY2017-18,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2018-03-31,FY2017-18,0.15,0.0,0.03,0.1545,0.0,12,STT regime: s.111A 15% / s.10(38) exempt,False,0.05,0.15,0.16222,0.0,0.17768,0.0
2018-04-30,FY2018-19,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2018-05-31,FY2018-19,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2018-06-30,FY2018-19,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2018-07-31,FY2018-19,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2018-08-31,FY2018-19,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2018-09-30,FY2018-19,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2018-10-31,FY2018-19,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2018-11-30,FY2018-19,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2018-12-31,FY2018-19,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2019-01-31,FY2018-19,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2019-02-28,FY2018-19,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2019-03-31,FY2018-19,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2019-04-30,FY2019-20,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2019-05-31,FY2019-20,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2019-06-30,FY2019-20,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2019-07-31,FY2019-20,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2019-08-31,FY2019-20,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2019-09-30,FY2019-20,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2019-10-31,FY2019-20,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2019-11-30,FY2019-20,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2019-12-31,FY2019-20,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2020-01-31,FY2019-20,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2020-02-29,FY2019-20,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2020-03-31,FY2019-20,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2020-04-30,FY2020-21,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2020-05-31,FY2020-21,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2020-06-30,FY2020-21,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2020-07-31,FY2020-21,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2020-08-31,FY2020-21,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2020-09-30,FY2020-21,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2020-10-31,FY2020-21,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2020-11-30,FY2020-21,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2020-12-31,FY2020-21,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2021-01-31,FY2020-21,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2021-02-28,FY2020-21,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2021-03-31,FY2020-21,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2021-04-30,FY2021-22,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2021-05-31,FY2021-22,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2021-06-30,FY2021-22,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2021-07-31,FY2021-22,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2021-08-31,FY2021-22,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2021-09-30,FY2021-22,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2021-10-31,FY2021-22,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2021-11-30,FY2021-22,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2021-12-31,FY2021-22,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2022-01-31,FY2021-22,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2022-02-28,FY2021-22,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2022-03-31,FY2021-22,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2022-04-30,FY2022-23,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2022-05-31,FY2022-23,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2022-06-30,FY2022-23,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2022-07-31,FY2022-23,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2022-08-31,FY2022-23,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2022-09-30,FY2022-23,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2022-10-31,FY2022-23,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2022-11-30,FY2022-23,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2022-12-31,FY2022-23,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2023-01-31,FY2022-23,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
2023-02-28,FY2022-23,0.15,0.1,0.04,0.156,0.104,12,s.111A 15% / s.112A 10% (>INR 1 lakh),False,0.05,0.15,0.1638,0.1092,0.1794,0.1196
